date,arrival,Hong kong,Hong kong dollar,Sheung Wan ,Tai Ping Shan Street,Hong kong central,Hong Kong Disneyland,hong kong dollar to rmb,hkd to usd,Hong Kong cuisine,hong kong food,hong kong yum cha,hong kong best food,hong kong chinese food,hong kong food blog,hong kong hotel,silka hotel hong kong,hotel hong kong kowloon,crowne plaza hong kong kowloon east,Grand Hyatt Hong Kong,airbnb,hong kong accommodation,flights to hong kong,cathay pacific,hong kong to macau travel time,hong kong macau ferry,hong kong airport to macau,hong kong ferry terminal,ferry macau to hong kong airport,hong kong ferry,hongkong macau,hong kong airport,hong kong airport express,hong kong mtr hours,hong kong Transportation ,air asia,Hong Kong Airlines,agoda hong kong,asia travel hong kong,ocean park hong kong,hong kong map,singapore to hong kong,china mainland to hong kong,hong kong light show,skyscanner,ladies market hong kong opening hours,Shopping in Hong Kong,citygate outlet,hong kong shopping festival,hong kong casino,what to do in hong kong,nightlife hong kong,hong kong clubs,lan kwai fong,hong kong weather,occupy central,hongkong customs,hong kong cheap flight,Avenue of Stars,travel Tsim Sha Tsui,hong kong dollar to,hong kong currency,hong kong restaurant,hong kong travel,travel to Hong Kong,hong kong michelin,hong kong hotel central,hong kong hotel central.1,hong kong macao,hong kong asian,Hong Kong television drama,thai to hong kong,macau to hong kong,china hong kong,map hong kong,taiwan hong kong,japan hong kong,korea hong kong,mobile hong kong,eat hong kon,US hong kong,UK hong kong,shopping hong kong,street hong kong,price hong kong,ticket hong kong,train hong kong,bus hong kong,taxi hong kong,holiday hong kong,festival hong kong,hot hong kong,temperature hong kong,bar hong kong,air asia Hong Kong,Yum cha,Hong Kong Convention and Exhibition Centre
2017-02,43203,87,72,46,60,42,83,60,65,60,57,54,60,60,27,60,27,39,27,94,82,27,64,78,27,56,27,27,27,44,25,84,73,27,27,26,52,19,27,17,85,12,27,27,82,27,27,47,27,27,23,27,27,5,61,0,27,27,100,27,62,32,41,58,44,88,29,29,20,26,27,99,29,62,84,35,32,22,0,27,30,46,16,54,38,61,47,52,49,40,37,16,63,45,37,27,27
2017-03,59902,91,67,23,58,67,74,58,64,58,61,32,58,58,36,58,36,31,36,0,90,36,60,100,36,33,36,36,36,54,22,100,93,36,36,30,61,27,36,38,64,41,36,36,83,36,36,46,36,36,60,36,36,9,71,6,36,36,66,36,54,40,78,48,58,23,35,35,44,29,36,83,26,58,64,23,51,48,58,36,47,23,15,96,42,31,36,64,70,35,66,28,21,67,16,36,36
2017-04,59407,90,55,20,62,69,62,62,65,62,82,34,62,62,78,62,78,18,78,59,83,78,51,89,78,29,78,78,78,50,15,64,65,78,78,25,67,18,78,82,69,100,78,78,75,78,78,59,78,78,64,78,78,6,64,0,78,78,24,78,79,37,71,59,42,50,18,18,47,37,78,56,49,45,68,66,36,10,52,78,34,49,31,51,57,58,51,38,56,72,35,38,37,29,9,78,78
2017-05,45922,77,58,29,52,49,48,52,46,52,70,0,52,52,0,52,0,11,0,0,78,0,55,82,0,41,0,0,0,57,24,80,42,0,0,22,33,21,0,32,52,44,0,0,67,0,0,34,0,0,21,0,0,7,41,0,0,0,23,0,37,37,45,40,14,42,19,19,19,50,0,80,21,58,52,41,61,52,21,0,34,24,12,70,42,33,90,62,75,52,0,23,22,64,9,0,0
2017-06,41455,79,68,25,47,44,53,47,53,47,96,35,47,47,0,47,0,31,0,46,73,0,58,69,0,24,0,0,0,43,31,53,44,0,0,22,38,23,0,9,32,47,0,0,62,0,0,20,0,0,44,0,0,4,52,0,0,0,37,0,35,32,47,57,21,52,29,29,19,52,0,53,14,36,32,35,51,43,21,0,41,45,56,53,72,17,33,45,39,25,0,54,16,81,9,0,0
2017-07,41649,76,84,45,38,40,60,38,78,38,72,53,38,38,80,38,80,22,80,30,71,80,76,80,80,48,80,80,80,25,6,56,24,80,80,22,35,29,80,0,52,68,80,80,67,80,80,25,80,80,22,80,80,8,45,0,80,80,73,80,90,25,43,38,28,77,0,0,19,32,80,67,7,45,51,8,25,42,63,80,17,25,40,71,41,34,39,13,48,42,18,15,31,51,9,80,80
2017-08,30844,76,69,14,43,35,47,43,73,43,26,33,43,43,25,43,25,32,25,28,75,25,53,74,25,50,25,25,25,32,9,89,37,25,25,21,36,21,25,39,38,0,25,25,65,25,25,19,25,25,41,25,25,3,49,0,25,25,23,25,40,30,31,53,40,32,71,71,36,12,25,45,33,30,37,40,59,50,59,25,27,19,19,36,45,24,62,36,27,36,0,14,14,27,25,25,25
2017-09,32285,76,47,34,53,68,50,53,60,53,48,34,53,53,26,53,26,25,26,0,70,26,55,68,26,40,26,26,26,37,20,74,45,26,26,25,38,57,26,16,53,22,26,26,66,26,26,10,26,26,42,26,26,4,38,0,26,26,23,26,45,24,38,40,21,33,18,18,18,37,26,55,41,51,53,25,42,61,30,26,17,39,27,27,29,41,32,62,73,27,52,37,15,35,43,26,26
2017-10,52331,89,78,43,59,52,73,59,79,59,48,34,59,59,25,59,25,33,25,29,82,25,50,74,25,35,25,25,25,41,32,70,68,25,25,25,55,53,25,49,55,44,25,25,77,25,25,63,25,25,21,25,25,2,52,0,25,25,47,25,45,24,48,65,27,41,18,18,18,18,25,60,61,44,54,57,54,40,51,25,33,24,8,82,51,73,50,55,46,64,35,44,37,91,34,25,25
2017-11,48699,92,93,39,60,60,67,60,91,60,93,0,60,60,52,60,52,15,52,30,90,52,51,76,52,35,52,52,52,37,36,93,100,52,52,29,50,47,52,8,51,11,52,52,84,52,52,45,52,52,64,52,52,5,64,0,52,52,0,52,42,49,84,52,42,33,19,19,65,19,52,42,14,79,50,50,30,62,41,52,28,29,35,61,36,17,26,100,37,55,0,23,75,29,44,52,52
2017-12,63295,89,69,15,47,36,65,47,58,47,60,69,47,47,39,47,39,11,39,73,79,39,79,64,39,35,39,39,39,25,24,70,61,39,39,25,40,22,39,33,77,33,39,39,83,39,39,30,39,39,64,39,39,3,73,0,39,39,24,39,38,43,97,37,14,100,19,19,28,100,39,80,14,34,76,100,43,31,21,39,6,64,23,98,43,42,71,37,37,31,0,23,30,100,35,39,39
2018-01,53084,88,73,57,55,51,52,55,70,55,63,0,55,55,100,55,100,25,100,57,100,100,76,67,100,23,100,100,100,20,26,64,63,100,100,30,49,24,100,24,55,64,100,100,100,100,100,33,100,100,62,100,100,4,83,0,100,100,23,100,73,71,59,46,20,56,36,36,45,18,100,95,34,50,55,48,17,40,40,100,32,52,15,36,75,40,43,48,90,56,68,29,65,34,8,100,100
2018-02,22854,76,57,35,41,51,48,41,38,41,22,35,41,41,14,41,14,30,14,92,93,14,77,58,14,54,14,14,14,47,34,64,28,14,14,29,45,19,14,8,67,23,14,14,82,14,14,41,14,14,22,14,14,4,43,0,14,14,37,14,39,38,50,46,29,34,29,29,39,13,14,68,21,36,67,35,44,32,21,14,35,51,16,72,39,43,46,83,78,75,0,0,54,59,45,14,14
2018-03,66074,80,99,18,53,55,36,53,54,53,51,97,53,53,24,53,24,20,24,27,87,24,69,62,24,22,24,24,24,46,17,82,75,24,24,37,39,27,24,8,56,41,24,24,80,24,24,28,24,24,40,24,24,3,43,0,24,24,44,24,70,79,75,48,32,46,0,0,26,17,24,100,32,38,56,69,22,9,39,24,31,27,25,69,43,61,48,17,86,41,99,49,42,53,32,24,24
2018-04,56878,80,100,15,48,43,48,48,58,48,93,34,48,48,27,48,27,15,27,0,91,27,74,64,27,12,27,27,27,25,24,88,58,27,27,34,44,18,27,49,34,11,27,27,80,27,27,25,27,27,43,27,27,3,56,0,27,27,24,27,71,56,66,52,35,34,28,28,19,13,27,76,28,63,34,51,43,32,42,27,17,45,32,47,56,42,39,50,57,59,18,31,23,29,18,27,27
2018-05,51939,73,85,28,44,41,51,44,79,44,41,33,44,44,49,44,49,28,49,28,82,49,75,64,49,17,49,49,49,35,8,63,47,49,49,32,26,20,49,39,39,21,49,49,71,49,49,24,49,49,20,49,49,4,43,0,49,49,45,49,68,70,49,28,20,16,26,26,0,24,49,80,13,52,38,39,17,49,39,49,16,32,37,53,38,31,30,42,53,29,34,0,14,54,25,49,49
2018-06,38488,67,84,32,35,59,29,35,27,35,66,32,35,35,0,35,0,21,0,0,74,0,52,55,0,16,0,0,0,19,14,50,54,0,0,27,30,10,0,23,44,42,0,0,68,0,0,28,0,0,0,0,0,3,43,0,0,0,44,0,39,23,61,24,52,16,26,26,0,41,0,35,0,58,44,24,34,20,20,0,21,32,26,70,21,16,24,58,70,42,82,43,14,34,25,0,0
2018-07,42710,70,66,27,46,42,34,46,43,46,45,32,46,46,36,46,36,20,36,27,63,36,38,51,36,22,36,36,36,30,19,71,35,36,36,28,32,23,36,30,33,72,36,36,70,36,36,32,36,36,20,36,36,6,34,0,36,36,33,36,58,34,56,44,38,15,17,17,34,17,36,56,25,44,33,23,17,19,19,36,26,9,43,55,40,30,53,17,43,35,32,14,0,52,40,36,36
2018-08,33931,72,74,22,51,68,45,51,71,51,49,31,51,51,58,51,58,20,58,26,70,58,66,53,58,26,58,58,58,22,16,79,55,58,58,27,31,10,58,51,39,10,58,58,62,58,58,27,58,58,38,58,58,3,31,0,58,58,42,58,60,44,46,43,25,45,17,17,17,39,58,50,50,34,39,30,22,65,37,58,30,31,28,42,53,22,63,33,50,28,16,13,13,45,8,58,58
2018-09,31678,79,83,46,41,65,54,41,44,41,41,0,41,41,12,41,12,31,12,28,59,12,91,55,12,33,12,12,12,23,22,66,57,12,12,28,36,3,12,46,47,63,12,12,59,12,12,23,12,12,40,12,12,3,69,0,12,12,77,12,74,68,42,41,39,46,17,17,17,17,12,96,19,54,47,31,45,29,19,12,16,55,11,52,50,54,66,12,43,58,33,42,14,46,40,12,12
2018-10,55964,83,95,18,48,45,64,48,100,48,100,63,48,48,72,48,72,27,72,27,78,72,55,62,72,43,72,72,72,23,41,79,56,72,72,33,28,7,72,23,57,41,72,72,63,72,72,45,72,72,0,72,72,4,53,0,72,72,44,72,100,39,56,64,32,31,26,26,26,11,72,65,38,32,57,46,45,57,28,72,21,40,47,68,49,15,41,57,51,60,49,28,34,52,40,72,72
2018-11,49520,88,73,24,58,67,64,58,60,58,79,67,58,58,38,58,38,11,38,29,81,38,50,70,38,23,38,38,38,32,20,81,63,38,38,33,35,14,38,32,59,65,38,38,78,38,38,43,38,38,42,38,38,3,64,0,38,38,46,38,53,36,82,43,34,49,36,36,27,24,38,50,27,70,58,56,41,20,40,38,5,19,27,63,61,16,44,73,18,53,17,44,36,28,8,38,38
2018-12,68486,91,74,23,47,49,50,47,40,47,66,48,47,47,37,47,37,31,37,0,72,37,52,59,37,44,37,37,37,23,33,59,57,37,37,37,24,3,37,46,58,31,37,37,67,37,37,46,37,37,100,37,37,3,80,0,37,37,22,37,43,34,100,34,13,55,17,17,35,12,37,44,13,42,58,47,28,10,29,37,42,50,33,83,45,8,84,47,44,48,16,42,49,60,33,37,37
