date,arrival,Hong kong,Hong kong dollar,Sheung Wan ,Tai Ping Shan Street,Hong kong central,Hong Kong Disneyland,hong kong dollar to rmb,hkd to usd,Hong Kong cuisine,hong kong food,hong kong yum cha,hong kong best food,hong kong chinese food,hong kong food blog,hong kong hotel,silka hotel hong kong,hotel hong kong kowloon,crowne plaza hong kong kowloon east,Grand Hyatt Hong Kong,airbnb,hong kong accommodation,flights to hong kong,cathay pacific,hong kong to macau travel time,hong kong macau ferry,hong kong airport to macau,hong kong ferry terminal,ferry macau to hong kong airport,hong kong ferry,hongkong macau,hong kong airport,hong kong airport express,hong kong mtr hours,hong kong Transportation ,air asia,Hong Kong Airlines,agoda hong kong,asia travel hong kong,ocean park hong kong,hong kong map,singapore to hong kong,china mainland to hong kong,hong kong light show,skyscanner,ladies market hong kong opening hours,Shopping in Hong Kong,citygate outlet,hong kong shopping festival,hong kong casino,what to do in hong kong,nightlife hong kong,hong kong clubs,lan kwai fong,hong kong weather,occupy central,hongkong customs,hong kong cheap flight,Avenue of Stars,travel Tsim Sha Tsui,hong kong dollar to,hong kong currency,hong kong restaurant,hong kong travel,travel to Hong Kong,hong kong michelin,hong kong hotel central,hong kong hotel central.1,hong kong macao,hong kong asian,Hong Kong television drama,thai to hong kong,macau to hong kong,china hong kong,map hong kong,taiwan hong kong,japan hong kong,korea hong kong,mobile hong kong,eat hong kon,US hong kong,UK hong kong,shopping hong kong,street hong kong,price hong kong,ticket hong kong,train hong kong,bus hong kong,taxi hong kong,holiday hong kong,festival hong kong,hot hong kong,temperature hong kong,bar hong kong,air asia Hong Kong,Yum cha,Hong Kong Convention and Exhibition Centre
2017-02,40872,69,58,57,42,64,37,42,78,30,61,49,52,26,15,42,42,16,42,34,91,12,53,51,42,40,52,56,39,58,28,48,36,42,42,13,50,29,42,36,53,74,42,42,78,42,22,28,42,42,51,42,42,7,53,0,42,55,62,42,72,44,67,60,33,38,37,37,43,33,42,54,61,69,56,55,63,50,51,42,36,32,37,78,75,45,50,62,50,42,48,35,31,52,42,42,25
2017-03,64033,71,37,61,37,44,45,37,100,40,75,26,92,34,91,44,37,25,37,38,100,11,66,52,37,45,30,36,29,32,46,51,29,37,37,14,49,27,37,36,60,72,37,37,83,37,39,31,37,37,74,37,37,8,56,0,37,34,44,37,58,75,63,47,30,42,6,6,38,42,37,29,50,49,58,63,69,57,56,37,36,38,41,84,80,52,38,55,61,32,27,48,26,73,37,37,34
2017-04,48450,66,46,47,48,31,40,48,77,14,69,18,58,48,14,44,48,26,48,24,93,29,69,54,48,37,42,45,48,48,35,62,27,48,48,14,43,32,48,32,45,76,48,48,79,48,20,45,48,48,68,48,48,6,43,0,48,52,46,48,56,46,59,65,53,42,29,29,33,58,48,20,49,54,46,48,61,57,41,48,63,59,38,73,65,30,29,46,35,77,35,29,22,74,48,48,0
2017-05,50102,67,47,44,43,67,44,43,67,35,67,36,34,36,54,42,43,32,43,48,86,11,69,55,43,44,56,75,42,51,51,49,34,43,43,11,41,32,43,40,46,77,43,43,74,43,27,26,43,43,91,43,43,8,33,0,43,41,23,43,55,55,50,51,59,42,23,23,72,36,43,10,56,64,50,53,65,58,55,43,34,25,26,75,81,30,43,36,47,88,51,39,9,74,43,43,47
2017-06,62007,71,61,57,43,50,49,43,86,15,70,59,63,52,15,43,43,19,43,26,83,31,75,54,43,44,34,48,26,39,62,57,26,43,43,12,45,33,43,29,42,83,43,43,75,43,27,48,43,43,73,43,43,6,41,1,43,28,12,43,51,36,69,44,30,43,19,19,26,50,43,65,36,72,43,60,45,55,36,43,45,48,34,92,87,56,30,48,40,46,17,19,15,33,43,43,38
2017-07,38722,65,50,52,46,56,31,46,80,29,65,19,35,100,14,37,46,24,46,8,87,18,65,62,46,36,36,23,25,30,47,57,39,46,46,12,48,26,46,28,47,72,46,46,80,46,33,40,46,46,52,46,46,7,29,1,46,32,12,46,63,38,55,53,32,60,30,30,17,43,46,42,23,55,46,54,67,47,34,46,22,57,30,59,74,41,43,35,23,54,33,44,20,53,46,46,37
2017-08,37907,69,63,84,51,63,38,51,92,14,60,45,33,23,0,32,51,23,51,54,80,22,82,59,51,40,52,7,30,36,22,50,46,51,51,12,47,28,51,18,50,76,51,51,77,51,15,44,51,51,56,51,51,5,56,1,51,61,23,51,60,53,57,37,52,44,11,11,32,51,51,10,35,59,49,50,64,59,69,51,29,68,27,73,76,29,48,32,41,42,35,35,14,90,51,51,23
2017-09,46210,68,77,78,51,52,39,51,86,22,69,19,45,37,0,42,51,37,51,16,83,18,64,50,51,45,58,39,75,32,60,54,53,51,51,14,54,30,51,29,57,80,51,51,78,51,31,40,51,51,42,51,51,3,39,0,51,43,0,51,40,54,56,50,45,46,6,6,42,26,51,42,38,71,59,72,77,53,34,51,61,21,31,71,72,41,65,45,43,64,43,48,18,42,51,51,0
2017-10,50215,74,56,57,46,42,58,46,79,28,74,18,38,24,27,53,46,32,46,70,83,23,63,56,46,43,62,52,53,51,32,74,84,46,46,15,46,33,46,48,48,99,46,46,86,46,33,25,46,46,66,46,46,5,60,0,46,56,51,46,60,56,71,42,52,35,6,6,79,35,46,30,69,77,52,65,70,44,36,46,78,63,34,85,74,37,61,66,60,74,60,32,28,53,46,46,35
2017-11,68713,76,73,60,39,48,67,39,90,14,86,18,72,24,13,50,39,26,39,31,91,45,78,55,39,37,55,52,36,52,41,76,54,39,39,14,45,33,39,40,36,100,39,39,88,39,37,44,39,39,73,39,39,5,64,1,39,36,40,39,60,53,66,46,55,40,23,23,32,30,39,30,49,73,56,69,63,60,44,39,25,39,33,78,89,42,44,84,58,64,38,42,55,53,39,39,23
2017-12,78047,68,57,70,57,44,55,57,82,15,77,19,41,50,14,38,57,24,57,41,88,24,56,42,57,59,48,54,50,49,60,64,60,57,57,11,49,33,57,45,46,70,57,57,81,57,37,20,57,57,85,57,57,6,63,0,57,70,36,57,50,38,66,33,55,42,36,36,17,40,57,42,47,51,49,61,65,54,58,57,48,10,42,84,87,49,65,60,59,66,37,34,46,72,57,57,25
2018-01,51891,66,68,37,48,60,39,48,89,20,62,35,46,0,39,34,48,28,48,38,78,44,68,40,48,27,40,14,29,27,31,42,42,48,48,11,38,38,48,29,49,93,48,48,96,48,30,18,48,48,39,48,48,4,70,2,48,44,27,48,56,50,52,41,41,40,39,39,54,37,48,10,38,66,50,62,67,46,46,48,47,61,33,72,98,33,41,36,54,44,33,27,53,78,48,48,45
2018-02,27431,58,53,58,49,55,27,49,71,16,47,51,54,53,15,26,49,10,49,53,73,0,51,32,49,28,31,33,27,33,32,27,34,49,49,13,31,15,49,18,36,66,49,49,88,49,19,42,49,49,41,49,49,4,43,1,49,40,26,49,77,47,72,46,34,35,13,13,18,46,49,34,41,67,36,45,65,45,37,49,79,22,15,82,88,25,34,100,27,54,21,28,35,48,49,49,26
2018-03,61115,68,64,63,41,56,43,41,69,67,67,52,51,68,0,43,41,17,41,30,93,16,75,44,41,27,27,57,17,45,33,56,32,41,41,14,41,42,41,29,40,78,41,41,100,41,22,48,41,41,58,41,41,6,51,0,41,49,27,41,34,43,68,56,47,46,22,22,30,50,41,48,55,69,48,57,57,35,31,41,55,47,26,83,96,70,36,55,37,51,30,47,33,68,41,41,45
2018-04,46448,66,61,54,35,45,35,35,66,34,70,18,42,35,13,38,35,14,35,31,86,11,52,39,35,30,51,36,29,35,47,68,63,35,35,15,43,15,35,22,30,71,35,35,91,35,28,25,35,35,49,35,35,5,34,0,35,45,17,35,67,50,68,42,39,43,17,17,16,40,35,30,34,62,38,52,69,26,50,35,57,58,25,81,73,51,44,60,33,54,37,41,26,84,35,35,46
2018-05,48814,61,56,63,46,45,25,46,72,0,67,17,41,23,26,38,46,22,46,22,75,16,40,36,46,32,27,56,34,39,51,47,61,46,46,15,35,29,46,20,44,65,46,46,81,46,22,18,46,46,54,46,46,4,31,1,46,58,11,46,60,40,61,43,44,46,16,16,15,31,46,19,38,47,41,46,73,55,59,46,43,23,18,78,77,37,39,54,46,72,15,37,31,53,46,46,33
2018-06,54009,62,61,43,56,47,32,56,65,42,66,27,33,35,0,29,56,20,56,16,78,34,59,39,56,40,55,29,47,44,25,62,37,56,56,13,32,15,56,22,36,67,56,56,83,56,12,19,56,56,69,56,56,4,31,1,56,35,40,56,33,56,72,37,49,33,23,23,31,51,56,10,39,59,42,56,63,44,40,56,45,39,31,79,88,48,34,39,53,88,37,49,22,67,56,56,23
2018-07,36518,59,54,65,43,38,29,43,72,33,64,60,45,78,0,36,43,25,43,22,70,11,41,42,43,26,26,21,34,29,12,44,38,43,43,13,36,21,43,19,31,67,43,43,80,43,22,18,43,43,60,43,43,3,27,0,43,39,22,43,41,49,62,37,32,44,11,11,15,46,43,29,31,58,36,56,75,30,38,43,31,37,25,75,81,28,36,57,30,35,57,27,7,57,43,43,22
2018-08,37740,62,64,49,43,34,33,43,77,13,52,42,40,0,0,38,43,16,43,22,69,16,42,42,43,26,46,28,50,40,15,44,53,43,43,11,37,16,43,21,35,60,43,43,74,43,30,12,43,43,66,43,43,4,33,0,43,10,54,43,41,48,58,46,46,25,21,21,15,87,43,0,42,73,40,54,50,40,27,43,31,18,26,70,81,39,46,52,46,38,27,33,15,64,43,43,22
2018-09,41249,74,76,58,34,51,40,34,72,20,65,35,55,23,0,35,34,17,34,38,68,16,58,51,34,30,40,14,57,40,43,64,42,34,34,12,40,34,34,38,45,76,34,34,74,34,24,12,34,34,67,34,34,4,47,2,34,44,33,34,65,43,52,52,59,30,22,22,23,57,34,58,48,83,49,57,59,46,42,34,32,33,27,64,84,40,100,53,44,64,45,27,18,73,34,34,22
2018-10,49375,71,77,63,29,56,33,29,69,32,66,25,58,44,37,43,29,32,29,36,67,0,55,48,29,23,32,55,22,37,44,65,62,29,29,13,35,28,29,30,49,75,29,29,72,29,25,24,29,29,68,29,29,3,47,0,29,52,21,29,66,38,58,39,37,26,37,37,88,48,29,46,44,66,45,64,76,46,57,29,42,45,29,68,85,41,78,55,67,56,26,36,29,87,29,29,22
2018-11,71251,68,65,91,39,44,43,39,63,41,81,35,79,23,65,39,39,20,39,38,69,22,46,50,39,21,57,36,29,37,65,67,59,39,39,13,34,16,39,37,44,77,39,39,73,39,21,43,39,39,97,39,39,4,61,0,39,64,28,39,37,56,66,43,60,32,28,28,54,42,39,39,68,52,43,57,61,54,42,39,32,52,36,72,92,55,66,83,47,46,46,34,39,98,39,39,23
2018-12,84667,67,74,64,50,56,32,50,56,50,73,46,39,48,27,36,50,12,50,32,58,12,37,39,50,28,42,23,61,44,45,68,41,50,50,13,27,12,50,29,40,76,50,50,62,50,20,39,50,50,44,50,50,2,60,0,50,31,12,50,72,41,69,48,38,25,6,6,40,39,50,82,47,49,39,51,58,49,37,50,38,30,36,78,81,50,71,85,54,24,35,36,48,51,50,50,24
